epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,2758.75,0.83937,0.86451,1.0426,0.42499,0.69514,0.44444,0.27062,1.2021,1.65865,1.34445,0.000123079,0.000123079,0.000123079
133,2779.47,0.83501,0.85887,1.03307,0.4137,0.66351,0.43004,0.26103,1.20451,1.72589,1.34418,0.000117079,0.000117079,0.000117079
134,2800.18,0.83389,0.85756,1.04326,0.41799,0.68699,0.43563,0.26217,1.20438,1.70919,1.35008,0.00011108,0.00011108,0.00011108
135,2820.99,0.83457,0.8616,1.03903,0.42005,0.67919,0.44141,0.26655,1.20186,1.70092,1.3487,0.00010508,0.00010508,0.00010508
136,2841.77,0.83034,0.85622,1.03707,0.42664,0.66599,0.43516,0.26273,1.20595,1.75107,1.35044,9.9081e-05,9.9081e-05,9.9081e-05
137,2862.7,0.81827,0.84935,1.04043,0.41927,0.67798,0.43238,0.26252,1.19806,1.73899,1.34654,9.30816e-05,9.30816e-05,9.30816e-05
138,2883.42,0.83799,0.85507,1.03665,0.41615,0.67702,0.43997,0.26602,1.20113,1.72122,1.35141,8.70822e-05,8.70822e-05,8.70822e-05
139,2904.17,0.82366,0.85013,1.03923,0.4134,0.66416,0.43641,0.26476,1.20194,1.76754,1.35316,8.10828e-05,8.10828e-05,8.10828e-05
140,2924.82,0.82552,0.8615,1.03692,0.41813,0.68452,0.4358,0.2635,1.20555,1.73081,1.35472,7.50834e-05,7.50834e-05,7.50834e-05
141,2963.31,0.78132,0.79583,1.00933,0.412,0.67152,0.41244,0.24534,1.22042,1.78007,1.37308,6.9084e-05,6.9084e-05,6.9084e-05
142,2984.05,0.75808,0.77101,0.99408,0.41625,0.67745,0.4246,0.25571,1.21068,1.76393,1.36375,6.30846e-05,6.30846e-05,6.30846e-05
143,3004.7,0.74176,0.76414,0.9865,0.42458,0.68046,0.43317,0.26122,1.20784,1.76321,1.36319,5.70852e-05,5.70852e-05,5.70852e-05
144,3025.3,0.74589,0.76708,0.99229,0.42135,0.66839,0.43197,0.26148,1.20503,1.78938,1.36182,5.10858e-05,5.10858e-05,5.10858e-05
145,3045.87,0.73845,0.75747,0.989,0.41817,0.67031,0.42769,0.25737,1.2108,1.83878,1.36957,4.50864e-05,4.50864e-05,4.50864e-05
146,3066.47,0.73333,0.76048,0.98801,0.41785,0.66827,0.42509,0.25624,1.20934,1.86287,1.37208,3.9087e-05,3.9087e-05,3.9087e-05
